id,path,depth,numchild,label,name,description,code,url
3663,00040002000200040001000100050001,8,0,Basaltic,Basaltic pyroclastic-breccia,"Pyroclastic-breccia, basaltic",PYBRB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/PYBRB
3661,00040002000200040001000100050002,8,0,Eutaxitic-crystal tuff and,Eutaxitic-crystal tuff and pyroclastic-breccia,Eutaxitic-crystal tuff and pyroclastic-breccia,ETPB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/ETPB
3660,00040002000200040001000100050003,8,0,"Rhyolite, flow-laminated, lithic tuff and","Rhyolite, flow-laminated, lithic tuff and pyroclastic-breccia","Rhyolite, flow-laminated, lithic tuff and pyroclastic-breccia",RFLP,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/RFLP
3664,00040002000200040001000100050004,8,0,Trachyandesitic breccia,Trachyandesitic breccia,"Breccia, trachyandesitic",TABRC,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TABRC
3658,00040002000200040001000100050005,8,1,Trachydacitic breccia,Trachydacitic breccia,"Breccia, trachydacitic",TDBRC,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TDBRC
3659,000400020002000400010001000500050001,9,0,Tuff and,Trachydacitic tuff and trachydacitic breccia,Trachydacitic tuff and trachydacitic breccia,TDTB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/TDTB
3662,00040002000200040001000100050006,8,0,Trachytic,Trachytic pyroclastic-breccia,"Pyroclastic-breccia, trachytic",PYBRT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/PYBRT
3665,0004000200020004000100010006,7,0,Rhyolitic,Rhyolitic pyroclastic-rock,"Pyroclastic-rock, rhyolitic",PYRRH,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/PYRRH
3579,0004000200020004000100010007,7,31,Tuff,Tuff,"Tuff - A type of pyroclastic-rock. In the Rock Classification Scheme, it is a pyroclastic-rock in which the average size of more than 75% of the pyroclastic fragments is less than 64 mm. Lapillistone, lapilli-tuff, and tuff are separated according to the relative proportion of lapilli-grade (2 - 64 mm) and ash-grade (<2 mm) fragments: if less than 25% of the fragments are lapilli the rock is tuff. It is the consolidated equivalent of ash. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4.",TUF,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TUF
3595,00040002000200040001000100070001,8,1,Andesitic,Andesitic tuff,"Tuff, andesitic",ANDTFF,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/ANDTFF
3596,000400020002000400010001000700010001,9,0,"Tuff, mafic and agglomerate","Andesitic tuff, mafic tuff and agglomerate","Andesitic tuff, mafic tuff and agglomerate",AMTA,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/AMTA
3599,00040002000200040001000100070002,8,0,Basalt,Basalt tuff,"Tuff, basalt",BASTUF,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/BASTUF
3615,00040002000200040001000100070003,8,3,Basaltic,Basaltic tuff,"Tuff, basaltic",BATUF,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/BATUF
3617,000400020002000400010001000700030001,9,0,Lava and,Basaltic lava and basaltic tuff,Basaltic lava and basaltic tuff,BALT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/BALT
3616,000400020002000400010001000700030002,9,0,And lava,Basaltic tuff and basaltic lava,Basaltic tuff and basaltic lava,BATL,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/BATL
3618,000400020002000400010001000700030003,9,0,"Tuff, hyaloclastite and basalt","Basaltic tuff, hyaloclastite and basalt","Basaltic tuff, hyaloclastite and basalt",BTHB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/BTHB
3592,00040002000200040001000100070004,8,0,Basaltic-trachyandesitic,Basaltic-trachyandesitic tuff,"Tuff, basaltic-trachyandesitic",BATTUF,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/BATTUF
3582,00040002000200040001000100070005,8,0,Calcareous,Calcareous tuff,"Tuff, calcareous",TUFCA,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TUFCA
3613,00040002000200040001000100070006,8,0,Calcareous-basaltic,Calcareous-basaltic tuff,"Tuff, calcareous-basaltic",TUFCB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TUFCB
3606,00040002000200040001000100070007,8,2,Crystal,Crystal tuff,"Tuff, crystal",TUFCY,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TUFCY
3607,000400020002000400010001000700070001,9,1,Eutaxitic-crystal,Eutaxitic-crystal tuff,"Tuff, eutaxitic-crystal",TFEC,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TFEC
3608,0004000200020004000100010007000700010001,10,0,And pyroclastic-breccia,Eutaxitic-crystal tuff and pyroclastic-breccia,Eutaxitic-crystal tuff and pyroclastic-breccia,ETPB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/ETPB
3609,000400020002000400010001000700070002,9,0,Welded-crystal,Welded-crystal tuff,"Tuff, welded-crystal",TFWC,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TFWC
3587,00040002000200040001000100070008,8,0,Dacitic,Dacitic tuff,"Tuff, dacitic",DATUF,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/DATUF
3601,00040002000200040001000100070009,8,4,Felsic,Felsic tuff,"Tuff, felsic",FTUFF,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/FTUFF
3604,000400020002000400010001000700090001,9,0,Lava and,Felsic lava and felsic tuff,Felsic lava and felsic tuff,LATF,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/LATF
3602,000400020002000400010001000700090002,9,0,And tuffite,Felsic tuff and felsic tuffite,Felsic tuff and felsic tuffite,FTTT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/FTTT
3603,000400020002000400010001000700090003,9,0,And limestone,Felsic tuff and limestone,Felsic tuff and limestone,FTLM,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/FTLM
3605,000400020002000400010001000700090004,9,0,Rhyolite and,Rhyolite and felsic tuff,Rhyolite and felsic tuff,RHFT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/RHFT
3624,0004000200020004000100010007000A,8,0,Lava and,Lava and tuff,Lava and tuff,LATU,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/LATU
3598,0004000200020004000100010007000B,8,0,"Lava, tuff, volcaniclastic rock and sedimentary rock","Lava, tuff, volcaniclastic rock and sedimentary rock","Lava, tuff, volcaniclastic rock and sedimentary rock",LTVS,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/LTVS
3583,0004000200020004000100010007000C,8,1,Lithic,Lithic tuff,"Tuff, lithic",TUFLI,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TUFLI
3584,0004000200020004000100010007000C0001,9,0,"Rhyolite, flow-laminated, and pyroclastic-breccia","Rhyolite, flow-laminated, lithic tuff and pyroclastic-breccia","Rhyolite, flow-laminated, lithic tuff and pyroclastic-breccia",RFLP,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/RFLP
3625,0004000200020004000100010007000D,8,4,Mafic,Mafic tuff,"Tuff, mafic",MFTUF,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/MFTUF
3627,0004000200020004000100010007000D0001,9,0,"Andesitic tuff, and agglomerate","Andesitic tuff, mafic tuff and agglomerate","Andesitic tuff, mafic tuff and agglomerate",AMTA,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/AMTA
3626,0004000200020004000100010007000D0002,9,0,Lava and,Mafic lava and mafic tuff,Mafic lava and mafic tuff,LATM,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/LATM
3628,0004000200020004000100010007000D0003,9,0,And hyaloclastite,Mafic tuff and hyaloclastite,Mafic tuff and hyaloclastite,TUMH,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/TUMH
3629,0004000200020004000100010007000D0004,9,0,And tuffite,Mafic tuff and mafic tuffite,Mafic tuff and mafic tuffite,MTMTT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/MTMTT
3611,0004000200020004000100010007000E,8,0,Mudstone and,Mudstone and tuff,Mudstone and tuff,MDTF,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/MDTF
3589,0004000200020004000100010007000F,8,0,"Mudstone, sandstone and","Mudstone, sandstone and tuff","Mudstone, sandstone and tuff",MSDT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/MSDT
3614,0004000200020004000100010007000G,8,0,"Mudstone, siltstone, sandstone, lava and","Mudstone, siltstone, sandstone, lava and tuff","Mudstone, siltstone, sandstone, lava and tuff",MSSLT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/MSSLT
3580,0004000200020004000100010007000H,8,1,Rhyolitic,Rhyolitic tuff,"Tuff, rhyolitic",RYTUF,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/RYTUF
3581,0004000200020004000100010007000H0001,9,0,Lava and,Rhyolitic lava and rhyolitic tuff,Rhyolitic lava and rhyolitic tuff,RHYI,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/RHYI
3585,0004000200020004000100010007000I,8,0,"Slate, lava and","Slate, lava and tuff","Slate, lava and tuff",SLTF,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/SLTF
3619,0004000200020004000100010007000J,8,0,Trachyandesitic,Trachyandesitic tuff,"Tuff, trachyandesitic",TATUF,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TATUF
3630,0004000200020004000100010007000K,8,2,Trachydacitic,Trachydacitic tuff,"Tuff, trachydacitic",TDTUFF,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TDTUFF
3631,0004000200020004000100010007000K0001,9,0,And breccia,Trachydacitic tuff and trachydacitic breccia,Trachydacitic tuff and trachydacitic breccia,TDTB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/TDTB
3632,0004000200020004000100010007000K0002,9,0,And tuff-breccia,Trachydacitic tuff and trachydacitic tuff-breccia,Trachydacitic tuff and trachydacitic tuff-breccia,TDTTB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/TDTTB
3590,0004000200020004000100010007000L,8,1,Trachytic,Trachytic tuff,"Tuff, trachytic",TRTUF,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TRTUF
3591,0004000200020004000100010007000L0001,9,0,And lava,Trachytic tuff and trachytic lava,Trachytic tuff and trachytic lava,TRTL,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/TRTL
3623,0004000200020004000100010007000M,8,0,And agglomerate,Tuff and agglomerate,Tuff and agglomerate,TUAG,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/TUAG
3594,0004000200020004000100010007000N,8,0,And lapilli-tuff,Tuff and lapilli-tuff,Tuff and lapilli-tuff,TFLT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/TFLT
3593,0004000200020004000100010007000O,8,0,And lava,Tuff and lava,Tuff and lava,TULA,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/TULA
3600,0004000200020004000100010007000P,8,0,And sandstone,Tuff and sandstone,Tuff and sandstone,TUSD,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/TUSD
3586,0004000200020004000100010007000Q,8,0,And tuffite,Tuff and tuffite,Tuff and tuffite,TUTT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/TUTT
3588,0004000200020004000100010007000R,8,0,And volcaniclastic-sedimentary-rock,Tuff and volcaniclastic-sedimentary-rock,Tuff and volcaniclastic-sedimentary-rock,TVSR,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/TVSR
3597,0004000200020004000100010007000S,8,0,"Tuff, volcaniclastic-igneous-rock and basaltic lava","Tuff, volcaniclastic-igneous-rock and basaltic lava","Tuff, volcaniclastic-igneous-rock and basaltic lava",TVSB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/TVSB
3612,0004000200020004000100010007000T,8,0,Tuffaceous-siltstone and,Tuffaceous-siltstone and tuff,Tuffaceous-siltstone and tuff,TSTU,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/TSTU
3610,0004000200020004000100010007000U,8,0,Vitric,Vitric tuff,"Tuff, vitric",TUFVI,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TUFVI
3620,0004000200020004000100010007000V,8,2,Welded-eutaxitic,Welded-eutaxitic tuff,"Tuff, welded-eutaxitic",TFWE,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TFWE
3622,0004000200020004000100010007000V0001,9,0,And volcaniclastic-mesobreccia,Welded-eutaxitic tuff and volcaniclastic-mesobreccia,Welded-eutaxitic tuff and volcaniclastic-mesobreccia,WTMB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/WTMB
3621,0004000200020004000100010007000V0002,9,0,"Tuff, volcaniclastic-mesobreccia and volcaniclastic-megabreccia","Welded-eutaxitic tuff, volcaniclastic-mesobreccia and volcaniclastic-megabreccia","Welded-eutaxitic tuff, volcaniclastic-mesobreccia and volcaniclastic-megabreccia",WEMB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/WEMB
3654,0004000200020004000100010008,7,1,Tuff-breccia,Tuff-breccia,"Tuff-breccia - A type of pyroclastic-rock. In the Rock Classification Scheme, it is a pyroclastic-rock which contains more than 25% of each of the main pyroclastic fragment size divisions: blocks and bombs (>64 mm), lapilli (2 - 64 mm), and ash (<2 mm). It is the consolidated equivalent of ash-breccia. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4.",TUFBRC,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TUFBRC
3655,00040002000200040001000100080001,8,1,Trachydacitic,Trachydacitic tuff-breccia,"Tuff-breccia, trachydacitic",TDTUFB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TDTUFB
3656,000400020002000400010001000800010001,9,0,Tuff and,Trachydacitic tuff and trachydacitic tuff-breccia,Trachydacitic tuff and trachydacitic tuff-breccia,TDTTB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/TDTTB
3566,000400020002000400010002,6,8,Pyroclastic-sediment,Pyroclastic-sediment,"Pyroclastic-sediment - In the Rock Classification Scheme, pyroclastic-sediment contains more than 75% by volume pyroclastic fragments. It is the unconsolidated equivalent of pyroclastic-rock. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4. Synonym: tephra.",PYRSD,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/PYRSD
3567,0004000200020004000100020001,7,3,Ash,Ash,"Ash - A type of pyroclastic-sediment. In the Rock Classification Scheme, it is a pyroclastic-sediment in which the average size of more than 75% of the pyroclastic fragments is less than 64 mm. Lapilli-tephra, lapilli-ash, and ash are separated according to the relative proportion of lapilli-grade (2 - 64 mm) and ash-grade (<2 mm) fragments: if less than 25% of the fragments are lapilli the sediment is ash. It is the unconsolidated equivalent of tuff. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4.",ASH,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/ASH
3568,00040002000200040001000200010001,8,0,Crystal,Crystal ash,"Ash, crystal",ASHC,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/ASHC
3570,00040002000200040001000200010002,8,0,Lithic,Lithic ash,"Ash, lithic",ASHL,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/ASHL
3569,00040002000200040001000200010003,8,0,Vitric,Vitric ash,"Ash, vitric",ASHV,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/ASHV
3574,0004000200020004000100020002,7,0,Ash-breccia,Ash-breccia,"Ash-breccia - A type of pyroclastic-sediment. In the Rock Classification Scheme, it is a pyroclastic-sediment which contains more than 25% of each of the main pyroclastic fragment size divisions: blocks and bombs (>64 mm), lapilli (2 - 64 mm), and ash (<2 mm). It is the unconsolidated equivalent of tuff-breccia. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4.",ASHBRC,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/ASHBRC
3576,0004000200020004000100020003,7,0,Block-bomb-tephra,Block-bomb-tephra,"Block-bomb-tephra - A type of pyroclastic-sediment. In the Rock Classification Scheme, it is a pyroclastic-sediment in which the average size of more than 75% of the pyroclastic fragments exceeds 64 mm. Block-tephra, bomb-block-tephra, block-bomb-tephra, and bomb-tephra are separated according to the relative proportion of blocks (angular fragments exceeding 64 mm) and bombs (rounded fragments exceeding 64 mm): if between 25% and 50% of all pyroclastic fragments bigger than 64 mm are blocks the sediment is block-bomb-tephra. It is the unconsolidated equivalent of agglomerate. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4.",BLBTPH,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/BLBTPH
3573,0004000200020004000100020004,7,0,Block-tephra,Block-tephra,"Block-tephra - A type of pyroclastic-sediment. In the Rock Classification Scheme, it is a pyroclastic-sediment in which the average size of more than 75% of the pyroclastic fragments exceeds 64 mm. Block-tephra, bomb-block-tephra, block-bomb-tephra, and bomb-tephra are separated according to the relative proportion of blocks (angular fragments exceeding 64 mm) and bombs (rounded fragments exceeding 64 mm): if more than 75% of all pyroclastic fragments bigger than 64 mm are blocks the sediment is block-tephra. It is the unconsolidated equivalent of pyroclastic-breccia. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4.",BLTPH,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/BLTPH
3577,0004000200020004000100020005,7,0,Bomb-block-tephra,Bomb-block-tephra,"Bomb-block-tephra - A type of pyroclastic-sediment. In the Rock Classification Scheme, it is a pyroclastic-sediment in which the average size of more than 75% of the pyroclastic fragments exceeds 64 mm. Block-tephra, bomb-block-tephra, block-bomb-tephra, and bomb-tephra are separated according to the relative proportion of blocks (angular fragments exceeding 64 mm) and bombs (rounded fragments exceeding 64 mm): if between 50% and 75% of all pyroclastic fragments bigger than 64 mm are blocks the sediment is bomb-block-tephra. It is the unconsolidated equivalent of pyroclastic-breccia. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4.",BBTPH,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/BBTPH
3575,0004000200020004000100020006,7,0,Bomb-tephra,Bomb-tephra,"Bomb-tephra - A type of pyroclastic-sediment. In the Rock Classification Scheme, it is a pyroclastic-sediment in which the average size of more than 75% of the pyroclastic fragments exceeds 64 mm. Block-tephra, bomb-block-tephra, block-bomb-tephra, and bomb-tephra are separated according to the relative proportion of blocks (angular fragments exceeding 64 mm) and bombs (rounded fragments exceeding 64 mm): if less than 25% of all pyroclastic fragments bigger than 64 mm are blocks the sediment is bomb-tephra. It is the unconsolidated equivalent of agglomerate. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4.",BOTPH,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/BOTPH
3571,0004000200020004000100020007,7,0,Lapilli-ash,Lapilli-ash,"Lapilli-ash - A type of pyroclastic-sediment. In the Rock Classification Scheme, it is a pyroclastic-sediment in which the average size of more than 75% of the pyroclastic fragments is less than 64 mm. Lapilli-tephra, lapilli-ash, and ash are separated according to the relative proportion of lapilli-grade (2 - 64 mm) and ash-grade (<2 mm) fragments: if between 25% and 75% of the fragments are lapilli the sediment is lapilli-ash. It is the unconsolidated equivalent of lapilli-tuff. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4.",LPASH,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LPASH
3572,0004000200020004000100020008,7,0,Lapilli-tephra,Lapilli-tephra,"Lapilli-tephra - A type of pyroclastic-sediment. In the Rock Classification Scheme, it is a pyroclastic-sediment in which the average size of more than 75% of the pyroclastic fragments is less than 64 mm. Lapilli-tephra, lapilli-ash, and ash are separated according to the relative proportion of lapilli-grade (2 - 64 mm) and ash-grade (<2 mm) fragments: if more than 75% of the fragments are lapilli the sediment is lapilli-tephra. It is the unconsolidated equivalent of lapillistone. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4.",LPTPH,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/LPTPH
3538,00040002000200040002,5,7,Tuffite,Tuffite,"Tuffite - A type of volcaniclastic igneous rock and sediment. In the Rock Classification Scheme, tuffite is a general term for volcaniclastic rocks and sediments which consist of 25 - 75% by volume pyroclastic fragments. The class includes tuffaceous-sedimentary-rock, and tuffaceous-sediment. British Geological Survey Research Report RR/99/06, section 4.2 and figs. 1, 4.",TUFT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TUFT
3548,000400020002000400020001,6,0,Agglomerate and,Agglomerate and tuffite,Agglomerate and tuffite,AGTT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/AGTT
3545,000400020002000400020002,6,1,Felsic,Felsic tuffite,"Tuffite, felsic",FTUFT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/FTUFT
3546,0004000200020004000200020001,7,0,Tuff and,Felsic tuff and felsic tuffite,Felsic tuff and felsic tuffite,FTTT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/FTTT
3539,000400020002000400020003,6,1,Mafic,Mafic tuffite,"Tuffite, mafic",TUFTM,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TUFTM
3540,0004000200020004000200030001,7,0,Tuff and,Mafic tuff and mafic tuffite,Mafic tuff and mafic tuffite,MTMTT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/MTMTT
3547,000400020002000400020004,6,0,Mudstone and,Mudstone and tuffite,Mudstone and tuffite,MDTT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/MDTT
3549,000400020002000400020005,6,0,Tuff and,Tuff and tuffite,Tuff and tuffite,TUTT,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/TUTT
3541,000400020002000400020006,6,3,Tuffaceous-sediment,Tuffaceous-sediment,"Tuffaceous-sediment - In the Rock Classification Scheme, a tuffaceous-sediment consists of 25 - 75% by volume pyroclastic fragments. It is the unconsolidated equivalent of tuffaceous-sedimentary-rock. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4.",TFASD,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TFASD
3542,0004000200020004000200060001,7,0,Tuffaceous-gravel,Tuffaceous-gravel,"Tuffaceous-gravel - A type of tuffaceous-sediment. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4.",TFAGRV,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TFAGRV
3544,0004000200020004000200060002,7,0,Tuffaceous-mud,Tuffaceous-mud,"Tuffaceous-mud - A type of tuffaceous-sediment. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4.",TFAMUD,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TFAMUD
3543,0004000200020004000200060003,7,0,Tuffaceous-sand,Tuffaceous-sand,"Tuffaceous-sand - A type of tuffaceous-sediment. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4.",TFASND,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TFASND
3550,000400020002000400020007,6,5,Tuffaceous-sedimentary-rock,Tuffaceous-sedimentary-rock,"Tuffaceous-sedimentary-rock - In the Rock Classification Scheme, a tuffaceous-sedimentary-rock consists of 25 - 75% by volume pyroclastic fragments. It is the consolidated equivalent of tuffaceous-sediment. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4.",TFASR,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TFASR
3561,0004000200020004000200070001,7,1,Tuffaceous-breccia,Tuffaceous-breccia,"Tuffaceous-breccia - A type of tuffaceous-sedimentary-rock. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4. See also: breccia.",TFABR,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TFABR
3562,00040002000200040002000700010001,8,0,Lapilli-tuff and,Lapilli-tuff and tuffaceous-breccia,Lapilli-tuff and tuffaceous-breccia,LTTB,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/LTTB
3560,0004000200020004000200070002,7,0,Tuffaceous-conglomerate,Tuffaceous-conglomerate,"Tuffaceous-conglomerate - A type of tuffaceous-sedimentary-rock. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4. See also: conglomerate.",TFACNG,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TFACNG
3563,0004000200020004000200070003,7,1,Tuffaceous-mudstone,Tuffaceous-mudstone,"Tuffaceous-mudstone - A type of tuffaceous-sedimentary-rock. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4. See also: mudstone.",TFAMST,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TFAMST
3564,00040002000200040002000700030001,8,0,With clasts of pillowed basalt and volcaniclastic rock,Tuffaceous-mudstone with clasts of pillowed basalt and volcaniclastic rock,Tuffaceous-mudstone with clasts of pillowed basalt and volcaniclastic rock,TMPBVR,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/TMPBVR
3555,0004000200020004000200070004,7,4,Tuffaceous-sandstone,Tuffaceous-sandstone,"Tuffaceous-sandstone - A type of tuffaceous-sedimentary-rock. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4. See also: sandstone.",TFASST,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TFASST
3556,00040002000200040002000700040001,8,0,"Conglomerate, breccia, and tuffaceous-siltstone","Conglomerate, breccia, tuffaceous-sandstone and tuffaceous-siltstone","Conglomerate, breccia, tuffaceous-sandstone and tuffaceous-siltstone",CBTS,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/CBTS
3557,00040002000200040002000700040002,8,0,Sandstone and,Sandstone and tuffaceous-sandstone,Sandstone and tuffaceous-sandstone,STSD,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/STSD
3558,00040002000200040002000700040003,8,0,Siltstone and,Siltstone and tuffaceous-sandstone,Siltstone and tuffaceous-sandstone,SITS,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/SITS
3559,00040002000200040002000700040004,8,0,With mudstone interbeds,Tuffaceous-sandstone with mudstone interbeds,Tuffaceous-sandstone with mudstone interbeds,TSAMD,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/TSAMD
3551,0004000200020004000200070005,7,3,Tuffaceous-siltstone,Tuffaceous-siltstone,"Tuffaceous-siltstone - A type of tuffaceous-sedimentary-rock. British Geological Survey Research Report RR/99/06, section 4.2 and fig. 4. See also: siltstone.",TFSLST,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/TFSLST
3553,00040002000200040002000700050001,8,0,"Conglomerate, breccia, tuffaceous-sandstone and","Conglomerate, breccia, tuffaceous-sandstone and tuffaceous-siltstone","Conglomerate, breccia, tuffaceous-sandstone and tuffaceous-siltstone",CBTS,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/CBTS
3552,00040002000200040002000700050002,8,0,Siltstone and,Siltstone and tuffaceous-siltstone,Siltstone and tuffaceous-siltstone,SLTS,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/SLTS
3554,00040002000200040002000700050003,8,0,And tuff,Tuffaceous-siltstone and tuff,Tuffaceous-siltstone and tuff,TSTU,http://data.bgs.ac.uk/id/EarthMaterialClass/RockComposite/TSTU
3498,00040002000200040003,5,2,Sedimentary,Volcaniclastic sedimentary rock and sediment,"Volcaniclastic sedimentary rock and sediment - British Geological Survey Research Report RR/99/06, section 4 and figs. 1, 4.",+^*SSD,http://data.bgs.ac.uk/id/EarthMaterialClass/RockName/PCS_SSD
